"","YYYYMMDD","HHMM","sat","lat","lon","T21","T31","sample","FRP","conf","type","year","CLUSTER_ID","coords.x1","coords.x2","freq","Duplicate"
"75",2002-08-14,"551","A",-1.732,110.11,321.4,291,1173,40.8,78,"0","2002",71662,401005.868126693,9808537.48867975,1,"Unique"
"76",2002-08-14,"551","A",-1.735,110.093,329.9,293.3,1174,67.2,85,"0","2002",70306,399114.970554859,9808204.95623287,1,"Unique"
"77",2002-08-14,"551","A",-1.723,110.091,315.7,289.8,1174,26.3,69,"0","2002",70173,398891.858050061,9809531.39439268,1,"Unique"
"79",2002-08-14,"551","A",-1.532,110.052,312.5,282,1174,21.8,50,"0","2002",67842,394543.572275883,9830643.66644484,1,"Unique"
"81",2002-08-14,"551","A",-1.414,110.153,338.6,294.3,1167,91.4,90,"0","2002",74945,405774.823649386,9843692.48149055,1,"Unique"
"82",2002-08-14,"551","A",-1.421,110.101,320.2,291.1,1170,29.7,57,"0","2002",70874,399989.879851259,9842916.49266948,1,"Unique"
"83",2002-08-14,"551","A",-1.423,110.084,323.8,291.5,1171,37.9,42,"0","2002",69721,398098.62569455,9842694.65910748,1,"Unique"
"84",2002-08-14,"551","A",-1.42,110.165,319.4,294.9,1166,31.2,73,"0","2002",75694,407110.107783925,9843029.7076798,1,"Unique"
"85",2002-08-14,"551","A",-1.43,110.097,316.6,291.7,1170,21.5,29,"0","2002",70594,399545.249141491,9841921.41491867,1,"Unique"
"86",2002-08-14,"552","A",-1.418,110.095,329.8,291.6,1170,59.9,80,"0","2002",70453,399322.218667707,9843247.86694019,1,"Unique"
"87",2002-08-14,"552","A",-1.42,110.078,322.2,290.8,1171,35.4,0,"0","2002",69313,397430.959295772,9843026.02967381,1,"Unique"
"88",2002-08-14,"552","A",-1.405,110.093,341.2,291,1170,102,79,"0","2002",70317,399099.147238613,9844684.86511996,1,"Unique"
"90",2002-08-15,"342","T",-1.431,110.124,318.1,296.9,1283,61.3,76,"0","2002",72859,402549.16073042,9841812.03469719,1,"Unique"
"91",2002-08-15,"342","T",-1.43,110.119,315.9,296.8,1283,52.1,73,"0","2002",72465,401992.848086491,9841922.365932,1,"Unique"
"92",2002-08-15,"634","A",-2.15,110.123,317.5,297.6,223,13.7,47,"0","2002",72731,402475.921834651,9762330.47634485,1,"Unique"
"93",2002-08-15,"634","A",-2.151,110.132,315.1,298.2,222,12.9,38,"0","2002",73427,403476.879171386,9762220.50347434,1,"Unique"
"94",2002-08-15,"634","A",-1.989,110.134,317.3,296,220,21.5,65,"0","2002",73583,403689.522049871,9780128.84637081,1,"Unique"
"95",2002-08-15,"634","A",-1.876,110.111,349.7,296.8,220,118.7,95,"0","2002",71739,401124.882493034,9792619.07683349,1,"Unique"
"96",2002-08-15,"634","A",-1.878,110.095,337,296.4,221,65.7,89,"0","2002",70433,399345.319844305,9792397.07372942,1,"Unique"
"97",2002-08-15,"634","A",-1.88,110.106,358,298,220,161.9,99,"0","2002",71283,400568.960379868,9792176.61300909,1,"Unique"
"98",2002-08-15,"634","A",-1.855,110.118,319.8,296.1,219,23.8,41,"0","2002",72366,401902.325340317,9794940.91061384,1,"Unique"
"101",2002-08-16,"1507","T",-1.733,110.093,304.4,292.4,783,5.6,60,"0","2002",70308,399114.864641114,9808426.04694084,1,"Unique"
"102",2002-08-16,"539","A",-1.734,110.075,310.7,291.2,1306,41,63,"0","2002",69100,397112.614943085,9808314.53286248,1,"Unique"
"103",2002-08-17,"330","T",-1.729,110.102,315.7,295.9,1139,23.8,70,"0","2002",70956,400115.803359343,9808868.70418962,1,"Unique"
"105",2002-08-17,"622","A",-2.077,110.17,325.3,303.6,469,18,72,"0","2002",76028,407698.477756561,9770403.07849955,1,"Unique"
"106",2002-08-17,"622","A",-2.079,110.16,328.5,301.2,470,22.6,81,"0","2002",75391,406586.449231183,9770181.40342898,1,"Unique"
"109",2002-08-17,"622","A",-1.824,110.252,318.8,300.3,456,12.4,48,"0","2002",81941,416805.544441056,9798374.54573667,1,"Unique"
"110",2002-08-17,"622","A",-1.819,110.054,316,294.6,475,7.3,29,"0","2002",67916,394781.392295332,9798916.91539818,1,"Unique"
"113",2002-08-17,"622","A",-1.519,110.286,324.6,299.3,446,18.2,73,"0","2002",84833,420575.056229023,9832090.77918972,1,"Unique"
"115",2002-08-18,"235","T",-1.884,110.081,316,296,53,50.6,64,"0","2002",69506,397788.446970004,9791732.98595838,1,"Unique"
"116",2002-08-19,"317","T",-1.691,110.04,313.8,301,887,6.7,37,"0","2002",67300,393216.838910179,9813066.11588685,1,"Unique"
"117",2002-08-19,"317","T",-1.729,110.096,325.9,305.2,893,19.3,72,"0","2002",70525,399448.370183211,9808868.38748607,1,"Unique"
"119",2002-08-19,"317","T",-1.733,110.089,318.2,303.2,893,12.3,72,"0","2002",70039,398669.909137226,9808425.83343748,1,"Unique"
"120",2002-08-19,"317","T",-1.734,110.099,322.5,303.2,894,17.2,77,"0","2002",70717,399782.349562256,9808315.82026371,1,"Unique"
"121",2002-08-19,"317","T",-1.775,110.114,312.8,299.9,896,7.5,61,"0","2002",72018,401453.07070204,9803784.27333648,1,"Unique"
"122",2002-08-19,"317","T",-1.847,110.341,326.3,299.2,919,21.1,81,"0","2002",89607,426705.754834694,9795836.01993038,1,"Unique"
"123",2002-08-19,"317","T",-1.855,110.392,313.4,299.4,924,6.2,34,"0","2002",94442,432378.521349519,9794953.73883548,1,"Unique"
"124",2002-08-19,"317","T",-1.857,110.34,316.8,299.4,919,10,70,"0","2002",89504,426594.941021227,9794730.58920328,1,"Unique"
"125",2002-08-19,"317","T",-1.879,110.33,314.4,299.2,919,6.7,65,"0","2002",88602,425483.619625166,9792298.30865692,1,"Unique"
"126",2002-08-19,"317","T",-1.961,110.126,357.1,302.7,901,84.6,98,"0","2002",73000,402798.121534623,9783223.62773854,1,"Unique"
"127",2002-08-19,"317","T",-1.962,110.136,322.8,300.2,902,15.4,77,"0","2002",73737,403910.413400449,9783113.66069047,1,"Unique"
"128",2002-08-19,"609","A",-2.204,110.172,322.2,306.3,803,10.8,66,"0","2002",76147,407928.484849124,9756364.16350479,1,"Unique"
"129",2002-08-19,"609","A",-2.195,110.171,320.4,303.8,803,8.2,39,"0","2002",76099,407816.727080444,9757358.99467571,1,"Unique"
"131",2002-08-19,"609","A",-2.138,110.119,323.7,303.8,807,10.1,49,"0","2002",72425,402030.315915472,9763656.76139939,1,"Unique"
"132",2002-08-19,"609","A",-2.075,110.167,332.3,304.2,801,24.1,84,"0","2002",75822,407364.717788768,9770623.99021404,1,"Unique"
"133",2002-08-19,"609","A",-2.076,110.157,334.5,303,802,26.5,86,"0","2002",75180,406252.628380997,9770512.85732386,1,"Unique"
"134",2002-08-19,"609","A",-2.068,110.159,334.2,302.5,801,27.4,85,"0","2002",75329,406474.588777018,9771397.32636099,1,"Unique"
"135",2002-08-19,"609","A",-1.978,110.14,326.5,302.9,801,13.9,59,"0","2002",74033,404356.218922587,9781345.18206495,1,"Unique"
"136",2002-08-19,"609","A",-1.979,110.131,327.3,303.8,802,14.4,74,"0","2002",73361,403355.27683205,9781234.11620558,1,"Unique"
"137",2002-08-19,"609","A",-1.93,110.349,334.3,303.7,778,24.5,86,"0","2002",90302,427598.992226398,9786661.62803603,1,"Unique"
"138",2002-08-19,"609","A",-1.931,110.34,332.9,303.6,779,22.6,82,"0","2002",89503,426598.055363667,9786550.70329299,1,"Unique"
"139",2002-08-19,"609","A",-1.921,110.347,326,304.2,778,12.6,26,"0","2002",90131,427376.171452111,9787656.39273294,1,"Unique"
"140",2002-08-19,"609","A",-1.944,110.183,323.4,300.7,796,15.5,75,"0","2002",76973,409136.908048051,9785106.06022069,1,"Unique"
"141",2002-08-19,"609","A",-1.946,110.173,327.8,301.1,797,20.1,80,"0","2002",76231,408024.783902828,9784884.43235932,1,"Unique"
"142",2002-08-19,"609","A",-1.911,110.355,324.8,304,777,11.2,30,"0","2002",90890,428265.518686267,9788762.11754981,1,"Unique"
"143",2002-08-19,"609","A",-1.896,110.39,322.3,302.4,773,10.3,74,"0","2002",94245,432157.653040716,9790421.60833863,1,"Unique"
"145",2002-08-19,"609","A",-1.877,110.332,333.2,302.8,779,23.6,85,"0","2002",88766,425705.982249199,9792519.47214138,1,"Unique"
"146",2002-08-19,"609","A",-1.878,110.323,321.4,301.5,780,9.6,68,"0","2002",88024,424705.011250408,9792408.54792681,1,"Unique"
"147",2002-08-19,"609","A",-1.872,110.303,327.4,304.6,782,17.3,80,"0","2002",86262,422480.266701474,9793070.91273453,1,"Unique"
"148",2002-08-19,"609","A",-1.908,110.046,318.7,302.8,810,6.2,0,"0","2002",67541,393896.839693757,9789077.76513579,1,"Unique"
"149",2002-08-19,"609","A",-1.858,110.342,324.9,302.5,777,14.1,77,"0","2002",89689,426817.431583382,9794620.13320868,1,"Unique"
"150",2002-08-19,"609","A",-1.859,110.333,323.5,303.5,778,12.2,76,"0","2002",88854,425816.450816655,9794509.21880146,1,"Unique"
"151",2002-08-19,"609","A",-1.849,110.34,320.4,302.6,777,8.5,35,"0","2002",89505,426594.611621458,9795614.90078263,1,"Unique"
"152",2002-08-19,"609","A",-1.85,110.331,325.2,303.4,778,13.3,68,"0","2002",88688,425593.625314917,9795503.98702897,1,"Unique"
"154",2002-08-19,"609","A",-1.888,110.065,323.4,304.7,807,10.1,46,"0","2002",68481,396009.000638686,9791289.85361402,1,"Unique"
"155",2002-08-19,"609","A",-1.874,110.101,353.3,306.9,803,58.9,97,"0","2002",70852,400012.471746187,9792839.59918392,1,"Unique"
"156",2002-08-19,"609","A",-1.875,110.092,328.3,301.9,804,13.6,44,"0","2002",70223,399011.457792646,9792728.53736235,1,"Unique"
"157",2002-08-19,"609","A",-1.844,110.181,315.6,302.8,794,6,52,"0","2002",76811,408909.239010763,9796160.2501177,1,"Unique"
"158",2002-08-19,"609","A",-1.845,110.172,335.7,305.4,795,30.5,87,"0","2002",76168,407908.223427748,9796049.24393404,1,"Unique"
"159",2002-08-19,"609","A",-1.809,110.297,321.7,303.5,781,11.8,74,"0","2002",85777,421810.173989345,9800034.66156495,1,"Unique"
"160",2002-08-19,"609","A",-1.831,110.076,322.6,305.6,805,12.2,72,"0","2002",69159,397229.233709356,9797591.63128384,1,"Unique"
"161",2002-08-19,"609","A",-1.832,110.067,328.3,307,806,18.7,76,"0","2002",68616,396228.188817805,9797480.56660196,1,"Unique"
"162",2002-08-19,"609","A",-1.737,110.346,325,304.6,774,14.2,78,"0","2002",90043,427257.540841066,9807995.48674495,1,"Unique"
"163",2002-08-19,"609","A",-1.728,110.345,325.9,302.2,774,15.3,79,"0","2002",89966,427145.965115665,9808990.29645759,1,"Unique"
"164",2002-08-19,"609","A",-1.734,110.103,327.5,307.7,800,18.7,80,"0","2002",71041,400227.303601172,9808316.03153902,1,"Unique"
"165",2002-08-19,"609","A",-1.736,110.094,339.6,309.7,801,37,89,"0","2002",70381,399226.262180913,9808094.46419819,1,"Unique"
"166",2002-08-19,"609","A",-1.738,110.075,333.6,304.6,803,28.4,85,"0","2002",69098,397112.831225358,9807872.34920546,1,"Unique"
"168",2002-08-19,"609","A",-1.692,110.34,316.1,302.2,774,5.7,65,"0","2002",89511,426588.434878336,9812969.49998624,1,"Unique"
"169",2002-08-19,"609","A",-1.725,110.102,329,304.6,800,18.7,68,"0","2002",70957,400115.594481053,9809310.8844741,1,"Unique"
"170",2002-08-19,"609","A",-1.727,110.092,348.1,307,801,50.8,94,"0","2002",70238,399003.308453421,9809089.26593392,1,"Unique"
"171",2002-08-19,"609","A",-1.728,110.083,335.8,304.7,802,28.7,85,"0","2002",69640,398002.207785248,9808978.23971326,1,"Unique"
"172",2002-08-19,"610","A",-1.66,110.375,317.8,304,769,7.7,65,"0","2002",92838,430480.503393136,9816508.00439734,1,"Unique"
"173",2002-08-19,"610","A",-1.695,110.063,329,304.3,803,21.3,82,"0","2002",68379,395775.631185662,9812625.18091686,1,"Unique"
"174",2002-08-19,"610","A",-1.685,110.071,333.6,304.8,802,27.6,85,"0","2002",68861,396665.037109433,9813731.06948241,1,"Unique"
"175",2002-08-19,"610","A",-1.686,110.062,328,303.3,803,19.3,81,"0","2002",68327,395663.908672437,9813620.04352761,1,"Unique"
"176",2002-08-19,"610","A",-1.69,110.034,327.7,304.9,806,18.6,70,"0","2002",67062,392549.32580374,9813176.33198612,1,"Unique"
"177",2002-08-19,"610","A",-1.629,110.334,323,302.9,773,13.7,0,"0","2002",88954,425918.681186727,9819933.2199119,1,"Unique"
"178",2002-08-19,"610","A",-1.54,110.306,328.6,303.1,774,19.5,81,"0","2002",86547,422800.70606745,9829770.17730686,1,"Unique"
"179",2002-08-19,"610","A",-1.574,110.068,317.1,301.4,800,8,57,"0","2002",68687,396325.633789722,9826001.51794643,1,"Unique"
"180",2002-08-19,"610","A",-1.575,110.059,324.9,303.4,801,15.8,78,"0","2002",68162,395324.446307339,9825890.52214126,1,"Unique"
"181",2002-08-19,"610","A",-1.516,110.284,330.7,303.2,776,22.1,83,"0","2002",84656,420352.456016732,9832422.32520958,1,"Unique"
"182",2002-08-19,"610","A",-1.507,110.282,335.7,301.7,776,29.5,87,"0","2002",84491,420129.636283204,9833417.11079961,1,"Unique"
"183",2002-08-19,"610","A",-1.536,110.072,328.6,304.4,799,18.5,71,"0","2002",68931,396768.780871359,9830202.4572329,1,"Unique"
"184",2002-08-19,"610","A",-1.538,110.063,328.6,305.8,800,17.9,64,"0","2002",68386,395767.623719534,9829980.92823283,1,"Unique"
"185",2002-08-19,"610","A",-1.512,110.184,327.3,302.1,786,19.9,80,"0","2002",77071,409227.62114462,9832860.56005807,1,"Unique"
"186",2002-08-19,"610","A",-1.528,110.074,322.5,303.7,798,12.8,59,"0","2002",69042,396990.899284919,9831086.9195458,1,"Unique"
"187",2002-08-19,"610","A",-1.48,110.086,315,302,796,5.4,28,"0","2002",69865,398323.683162641,9836393.66677707,1,"Unique"
"188",2002-08-19,"610","A",-1.451,110.222,336.5,302.7,781,31.6,87,"0","2002",79894,413452.666432202,9839605.13761186,1,"Unique"
"189",2002-08-19,"610","A",-1.453,110.213,318.1,302,782,8.5,68,"0","2002",79289,412451.490202376,9839383.70809559,1,"Unique"
"190",2002-08-19,"610","A",-1.444,110.212,314.8,301.7,782,5.9,55,"0","2002",79218,412339.893913573,9840378.54407855,1,"Unique"
"191",2002-08-19,"610","A",-1.445,110.137,333.8,302.6,790,27.3,86,"0","2002",73828,403996.044811414,9840264.97069638,1,"Unique"
"192",2002-08-19,"610","A",-1.446,110.128,325.1,305.6,791,15.6,78,"0","2002",73171,402994.809930565,9840154.0443724,1,"Unique"
"193",2002-08-20,"652","A",-1.93,110.112,316.6,295,26,65.8,50,"0","2002",71823,401239.184570627,9786649.70440117,1,"Unique"
"194",2002-08-20,"652","A",-1.714,110.375,316.9,293.5,18,61.1,34,"0","2002",92834,430482.420339529,9810538.95290744,1,"Unique"
"195",2002-08-20,"652","A",-1.697,110.372,338.1,292.3,18,256.7,89,"0","2002",92548,430148.109531867,9812417.99104088,1,"Unique"
"196",2002-08-20,"652","A",-1.71,110.365,353.9,293.8,18,510.5,97,"0","2002",91876,429369.947252503,9810980.73999529,1,"Unique"
"197",2002-08-20,"652","A",-1.693,110.363,313.2,292.1,18,36.9,19,"0","2002",91674,429146.860839065,9812859.81677557,1,"Unique"
"198",2002-08-20,"652","A",-1.527,110.296,327.7,295.5,19,151.1,79,"0","2002",85708,421687.795886836,9831206.82738683,1,"Unique"
"199",2002-08-21,"305","T",-1.672,110.325,328.3,300.5,589,20.3,82,"0","2002",88192,424919.148982243,9815179.70770294,1,"Unique"
"201",2002-08-21,"305","T",-1.705,110.36,314.4,300.7,594,6,59,"0","2002",91383,428813.597986256,9811533.24700236,1,"Unique"
"202",2002-08-21,"305","T",-1.732,110.105,316.4,302.1,567,7.8,49,"0","2002",71214,400449.675985591,9808537.2267979,1,"Unique"
"203",2002-08-21,"305","T",-1.827,110.061,327.8,303,564,18.5,81,"0","2002",68273,395560.496917178,9798032.95034365,1,"Unique"
"204",2002-08-21,"305","T",-1.89,110.117,333.2,303,572,23.7,76,"0","2002",72266,401793.043149435,9791071.78743591,1,"Unique"
"205",2002-08-21,"305","T",-1.906,110.096,321.1,302.8,570,9.1,55,"0","2002",70500,399458.162267423,9789301.85865499,1,"Unique"
"206",2002-08-21,"557","A",-1.991,110.365,326.1,300.3,1065,28.8,80,"0","2002",91867,429381.064038821,9779919.44990312,1,"Unique"
"207",2002-08-21,"557","A",-1.91,110.36,317.7,299.9,1064,12.4,64,"0","2002",91371,428821.582094725,9788872.86409121,1,"Unique"
"208",2002-08-21,"557","A",-1.934,110.118,321.8,300.6,1082,20,33,"0","2002",72349,401906.770006284,9786207.87224352,1,"Unique"
"209",2002-08-21,"557","A",-1.875,110.301,314.2,299.4,1068,9.7,63,"0","2002",86115,422257.949644129,9792739.2045962,1,"Unique"
"210",2002-08-21,"557","A",-1.825,110.316,318.1,299.5,1066,15.4,70,"0","2002",87423,423924.184303211,9798266.8379108,1,"Unique"
"211",2002-08-21,"557","A",-1.773,110.376,323.2,300.3,1061,21.9,77,"0","2002",92928,430595.813993202,9804017.24515687,1,"Unique"
"212",2002-08-21,"557","A",-1.775,110.363,337.4,300.4,1062,54.7,88,"0","2002",91668,429149.910291192,9803795.67612898,1,"Unique"
"213",2002-08-21,"557","A",-1.741,110.257,388.9,301.1,1069,335,100,"0","2002",82336,417357.987456701,9807549.6651479,1,"Unique"
"214",2002-08-21,"557","A",-1.743,110.244,367.5,300,1070,183.3,100,"0","2002",81389,415912.035385164,9807328.00818897,1,"Unique"
"215",2002-08-21,"557","A",-1.772,110.042,319.2,299,1085,18.2,72,"0","2002",67387,393443.848970029,9804111.92196449,1,"Unique"
"216",2002-08-21,"557","A",-1.703,110.372,361.3,300.8,1060,141.9,100,"0","2002",92547,430148.325197252,9811754.76262821,1,"Unique"
"217",2002-08-21,"557","A",-1.705,110.359,345.3,301.2,1061,78.2,93,"0","2002",91278,428702.364573025,9811533.21000354,1,"Unique"
"218",2002-08-21,"557","A",-1.694,110.357,333.3,300,1061,43.5,86,"0","2002",91083,428479.49296762,9812749.05813135,1,"Unique"
"219",2002-08-21,"557","A",-1.732,110.092,320.5,300.5,1081,21.9,74,"0","2002",70236,399003.572842122,9808536.5390361,1,"Unique"
"221",2002-08-21,"557","A",-1.689,110.317,321.3,299.1,1064,19.1,70,"0","2002",87514,424029.916702895,9813300.23244605,1,"Unique"
"222",2002-08-21,"557","A",-1.671,110.367,333.5,300.7,1060,43.7,86,"0","2002",92091,429591.008127524,9815291.80188165,1,"Unique"
"223",2002-08-21,"557","A",-1.673,110.354,345,300.9,1061,77.2,93,"0","2002",90786,428145.021642331,9815070.25436309,1,"Unique"
"225",2002-08-24,"628","A",-2.219,110.134,316.3,288.5,341,10.2,65,"0","2002",73577,403703.631807729,9754703.58969073,1,"Unique"
"226",2002-08-24,"628","A",-2.072,110.142,314.7,289.2,338,11.3,67,"0","2002",74185,404584.161913155,9770954.13747999,1,"Unique"
"227",2002-08-25,"533","A",-1.88,110.105,305.7,281.7,1349,34.5,42,"0","2002",71201,400457.730894421,9792176.55603585,1,"Unique"
"228",2002-08-26,"324","T",-1.825,110.068,317,303.2,1029,13.3,45,"0","2002",68673,396339.020812632,9798254.44818098,1,"Unique"
"229",2002-08-26,"615","A",-1.933,110.343,335.2,303,613,26.8,86,"0","2002",89771,426931.800758531,9786329.75455372,1,"Unique"
"230",2002-08-26,"615","A",-1.934,110.334,323.9,303.1,614,11.9,55,"0","2002",88948,425930.864899114,9786218.82553695,1,"Unique"
"231",2002-08-26,"615","A",-1.924,110.342,332.5,303.5,613,22.5,84,"0","2002",89686,426820.196436342,9787324.56248312,1,"Unique"
"232",2002-08-26,"615","A",-1.898,110.393,320.9,301.1,607,10.4,32,"0","2002",94516,432491.394031467,9790200.64985167,1,"Unique"
"233",2002-08-26,"615","A",-1.857,110.033,347.9,300.4,645,48.2,71,"0","2002",67013,392447.726443368,9794714.8770639,1,"Unique"
"234",2002-08-28,"311","T",-1.635,110.345,314.6,301.4,756,7.2,0,"0","2002",89967,427142.516483587,9819270.38944664,1,"Unique"
"235",2002-08-28,"311","T",-1.735,110.089,324.3,303.3,731,15.1,73,"0","2002",70038,398670.015518264,9808204.74248341,1,"Unique"
"236",2002-08-28,"311","T",-1.803,110.299,324.1,301.1,755,14.8,78,"0","2002",85947,422032.375572698,9800697.98661455,1,"Unique"
"237",2002-08-28,"311","T",-1.812,110.298,321,300.5,755,11,74,"0","2002",85869,421921.531041528,9799703.08502865,1,"Unique"
"238",2002-08-28,"311","T",-1.804,110.18,320.8,300.1,742,11.1,44,"0","2002",76748,408795.995076309,9800581.91563007,1,"Unique"
"239",2002-08-28,"311","T",-1.813,110.178,323.6,300.8,742,14,65,"0","2002",76602,408573.981448615,9799586.92868044,1,"Unique"
"240",2002-08-28,"311","T",-1.814,110.187,316.5,300.1,743,7.6,33,"0","2002",77313,409575.113770345,9799476.83789532,1,"Unique"
"241",2002-08-28,"311","T",-1.86,110.312,321.4,301.9,758,10.4,71,"0","2002",87084,423480.768837716,9794397.78320428,1,"Unique"
"242",2002-08-28,"311","T",-1.869,110.311,319,303.6,758,7.7,41,"0","2002",86995,423369.932904344,9793402.8832108,1,"Unique"
"243",2002-08-28,"311","T",-1.882,110.337,316,301.3,761,5.6,61,"0","2002",89228,426262.309993109,9791966.98848454,1,"Unique"
"245",2002-08-28,"311","T",-1.929,110.339,320.4,303.3,762,9,72,"0","2002",89417,426486.749442855,9786771.73822211,1,"Unique"
"246",2002-08-28,"311","T",-2.039,110.146,318.1,302.9,744,6.8,39,"0","2002",74465,405027.073770438,9774602.33564527,1,"Unique"
"247",2002-08-28,"1532","T",-1.805,110.177,305.2,290.8,209,12.4,63,"0","2002",76534,408462.348874212,9800471.22202338,1,"Unique"
"248",2002-08-28,"1532","T",-1.797,110.187,305.4,290.9,208,11.7,30,"0","2002",77314,409574.273576239,9801356.06383061,1,"Unique"
"249",2002-08-28,"1532","T",-1.729,110.079,302.5,290.8,214,9,50,"0","2002",69378,397557.303474568,9808867.47870138,1,"Unique"
"250",2002-08-28,"1532","T",-1.731,110.089,302.4,290.6,213,8.4,45,"0","2002",70040,398669.802878853,9808646.92438698,1,"Unique"
"251",2002-08-28,"603","A",-2.09,110.168,322.8,299.4,953,17.5,74,"0","2002",75890,407476.807494884,9768965.89492187,1,"Unique"
"252",2002-08-28,"603","A",-2.011,110.292,316.4,298.6,940,10.7,59,"0","2002",85333,421263.226998394,9777705.33899427,1,"Unique"
"253",2002-08-28,"603","A",-1.898,110.367,329,300.3,931,20.3,49,"0","2002",92083,429599.641114345,9790199.61341757,1,"Unique"
"254",2002-08-28,"603","A",-1.924,110.111,332.6,302.3,955,29.7,85,"0","2002",71729,401127.612390968,9787312.91654724,1,"Unique"
"255",2002-08-28,"603","A",-1.878,110.3,320.1,300.6,937,12.8,32,"0","2002",86027,422146.857806757,9792407.54047465,1,"Unique"
"256",2002-08-28,"603","A",-1.906,110.097,326.8,302.2,956,18.2,74,"0","2002",70572,399569.390370386,9789301.9169964,1,"Unique"
"257",2002-08-28,"603","A",-1.861,110.351,334.3,298.2,932,33.1,86,"0","2002",90494,427818.574162794,9794288.88726935,1,"Unique"
